sentence_en,start,end,duration,talks_id
Here's how it works. ,235.01,236.967,1.957,45972
This is the kindergarten readiness checklist from a state.,236.991,240.121,3.13,45972
And almost every state has one. ,240.145,242.421,2.276,45972
"We go to parents wherever they are, ",242.939,245.08,2.141,45972
and we conduct a key in-person group training.,245.104,248.018,2.914,45972
"And we tell them the software can check every reading, math and science box,",248.519,254.147,5.628,45972
"but they're going to be responsible for motor skills and self-help skills,",254.171,258.356,4.185,45972
"and together, we're going to work on social emotional learning.",258.38,261.556,3.176,45972
"Now, we know this is working ",262.708,264.09,1.382,45972
because we have a 90-percent completion rate for the program.,264.114,267.874,3.76,45972
"Last year, that translated into 13,500 children",267.898,272.252,4.354,45972
"""graduating,"" with diplomas, from UPSTART. ",272.276,276.71,4.434,45972
And the results have been amazing. ,277.75,280.216,2.466,45972
We have an external evaluation ,280.24,282.053,1.813,45972
that shows our children have two to three times the learning gains,282.077,288.444,6.367,45972
as children who don't participate in the program.,288.468,291.526,3.058,45972
"We have a random control trial that shows strong evidence of effectiveness,",291.55,295.928,4.378,45972
and we even have a longitudinal study ,295.952,298.106,2.154,45972
"that shows our children's gains last into third and fourth grade,",298.13,301.757,3.627,45972
the highest grades the children had achieved at the time.,301.781,304.649,2.868,45972
Those are academic gains. ,305.149,306.975,1.826,45972
But another study has shown that our children's social emotional gains,306.999,311.452,4.453,45972
are equal to those of children attending public and private preschool.,311.476,315.209,3.733,45972
"The majority of the 60,000 children who have participated in UPSTART to date",316.519,321.053,4.534,45972
have been from Utah. ,321.077,322.839,1.762,45972
But we have replicated our results ,322.863,324.749,1.886,45972
with African-American children in Mississippi --,324.773,327.602,2.829,45972
this is Kingston and his mother; ,327.626,330.213,2.587,45972
with English language learners in Arizona --,330.237,332.88,2.643,45972
this is Daisy and her family; ,332.904,335.276,2.372,45972
with refugee children in Philadelphia -- this is my favorite graduation photo;,335.3,341.008,5.708,45972
and with Native American children ,341.032,343.336,2.304,45972
from some of the most remote parts of the United States.,343.36,346.924,3.564,45972
"This is Cherise, and this is where she lives in Monument Valley.",347.405,351.456,4.051,45972
"Now, there are skeptics about UPSTART. ",352.93,355.916,2.986,45972
Some people don't believe young children should have screen time.,355.94,359.662,3.722,45972
"To them, we say: ",360.152,363.015,2.863,45972
"UPSTART's usage requirement of 15 minutes a day, five days a week,",363.039,367.418,4.379,45972
is well within the hour-a-day recommended by the American Academy of Pediatrics,367.442,372.702,5.26,45972
for four-year-olds. ,372.726,373.928,1.202,45972
"Some people believe only site-based preschool can work,",374.459,378.868,4.409,45972
"and to them, we say: site-based preschool is great,",378.892,382.803,3.911,45972
"but if you can't get a child there or if a parent won't send a child there,",382.827,387.831,5.004,45972
"isn't a technology-delivered, results-based option a great alternative?",387.855,393.954,6.099,45972
And we love working with site-based preschools.,393.978,397.006,3.028,45972
"Right now, there are 800 children in Mississippi",397.03,400.006,2.976,45972
going to Head Start during the day ,400.03,402.3,2.27,45972
and doing UPSTART at night with their families.,402.324,405.537,3.213,45972
Our audacious idea is to take UPSTART across the country --,407.32,411.466,4.146,45972
not to replace anything; ,412.205,415.412,3.207,45972
we want to serve children who otherwise would not have access to early education.,415.436,420.718,5.282,45972
"We have the guts to take on the skeptics, ",421.898,424.376,2.478,45972
"we have the energy to do the work, ",424.4,426.315,1.915,45972
and we have a plan. ,426.339,427.874,1.535,45972
It is the role of the states to educate their children.,428.482,432.373,3.891,45972
So first we will use philanthropy dollars ,432.397,435.037,2.64,45972
to go into a state to pilot the program and get data.,435.061,438.846,3.785,45972
Every state believes it's unique ,439.409,442.035,2.626,45972
and wants to know that the program will work with its children,442.059,446.083,4.024,45972
before investing. ,446.107,447.302,1.195,45972
Then we identify key leaders in the state to help us champion UPSTART,447.832,452.689,4.857,45972
as an option for unserved children. ,452.713,455.692,2.979,45972
"And together, we go to state legislatures ",455.716,459.147,3.431,45972
to transition UPSTART from philanthropy ,459.171,461.651,2.48,45972
to sustainable and scalable state funding. ,461.675,464.795,3.12,45972
That plan has worked -- ,465.441,467.024,1.583,45972
(Applause) ,467.048,469.27,2.222,45972
Thanks. ,469.294,473.291,3.997,45972
Thank you. ,473.315,474.5,1.185,45972
That plan has worked in three states to date:,474.524,478.132,3.608,45972
"Utah, Indiana and South Carolina. ",478.156,480.996,2.84,45972
We've also piloted the program in a number of states,481.02,484.073,3.053,45972
and identified champions. ,484.097,486.25,2.153,45972
"Next, we're moving to states with the greatest geographic barriers",486.274,490.043,3.769,45972
"to work the plan, ",490.067,491.508,1.441,45972
and then on to states that already have early education,491.532,494.89,3.358,45972
but may not be getting great academic results,494.914,497.686,2.772,45972
or great parent buy-in to participate. ,497.71,500.564,2.854,45972
"From there, we go to the states ",500.588,502.346,1.758,45972
"that are going to require the most data and work to convince,",502.37,507.508,5.138,45972
and we'll hope our momentum helps turn the tide there.,507.532,510.975,3.443,45972
"We will serve a quarter of a million children in five years,",510.999,514.082,3.083,45972
and we will ensure that states continue to offer UPSTART to their children.,514.106,518.987,4.881,45972
Here's how you can help: ,520.309,521.954,1.645,45972
"for two thousand dollars, ",522.532,523.863,1.331,45972
"we can provide a child with UPSTART, a computer and internet,",523.887,527.768,3.881,45972
and that child will be part of the pilot ,527.792,530.571,2.779,45972
that makes certain other children get UPSTART in the future.,530.595,533.938,3.343,45972
We also need engaged citizens to go to their government,534.479,537.46,2.981,45972
and say just how easy it can be to get children ready for school.,537.484,543.282,5.798,45972
"You wouldn't be here if you weren't an engaged citizen,",543.625,546.877,3.252,45972
so we're asking for your help. ,546.901,548.827,1.926,45972
"Now, will all of us this make UPSTART a watershed moment in early education?",550.454,556.082,5.628,45972
I believe together we can make it one. ,556.612,559.271,2.659,45972
But I can tell you without a doubt ,559.739,561.733,1.994,45972
that UPSTART is a watershed moment ,561.757,563.912,2.155,45972
in the life of a child who otherwise would not be ready for school.,563.936,568.266,4.33,45972
Thank you. ,568.29,569.456,1.166,45972
We've been told to go out on a limb and say something surprising.,25.04,30.62,5.58,47
"So I'll try and do that, ",30.644,31.834,1.19,47
but I want to start with two things that everyone already knows.,31.858,38.354,6.496,47
"And the first one, in fact, is something that has been known",38.378,41.639,3.261,47
"for most of recorded history, ",41.663,44.916,3.253,47
"and that is, that the planet Earth, or the solar system,",44.94,49.717,4.777,47
"or our environment or whatever, ",49.741,52.663,2.922,47
is uniquely suited to sustain our evolution --,52.687,59.105,6.418,47
"or creation, as it used to be thought -- ",59.129,61.938,2.809,47
"and our present existence, and most important, our future survival.",61.962,68.284,6.322,47
"Nowadays, this idea has a dramatic name: Spaceship Earth.",69.121,73.081,3.96,47
"And the idea there is that outside the spaceship,",73.677,76.367,2.69,47
"the universe is implacably hostile, ",76.391,79.304,2.913,47
"and inside is all we have, all we depend on,",79.328,83.104,3.776,47
"and we only get the one chance: if we mess up our spaceship,",83.128,86.335,3.207,47
we've got nowhere else to go. ,86.359,88.232,1.873,47
"Now, the second thing that everyone already knows",88.256,90.958,2.702,47
"is that, contrary to what was believed for most of human history,",90.982,96.427,5.445,47
"human beings are not, in fact, the hub of existence.",96.451,102.245,5.794,47
"As Stephen Hawking famously said, ",102.269,104.51,2.241,47
we're just a chemical scum on the surface of a typical planet,104.534,109.43,4.896,47
"that's in orbit around a typical star, ",109.454,111.74,2.286,47
"which is on the outskirts of a typical galaxy, and so on.",111.764,115.662,3.898,47
"Now, the first of those two things that everyone knows is kind of saying",116.799,121.64,4.841,47
"that we're at a very untypical place, uniquely suited and so on.",121.664,126.903,5.239,47
And the second one is saying that we're at a typical place.,126.927,129.784,2.857,47
"And, especially if you regard these two as deep truths to live by",129.808,134.669,4.861,47
"and to inform your life decisions, ",134.693,136.834,2.141,47
then they seem a little bit to conflict with each other.,136.858,142.155,5.297,47
But that doesn't prevent them from both being completely false.,143.338,148.695,5.357,47
(Laughter) ,148.719,150.1,1.381,47
And they are. ,150.124,151.454,1.33,47
So let me start with the second one: typical.,152.191,158.695,6.504,47
"Well, is this a typical place? ",159.427,162.009,2.582,47
"Well, let's look around, you know, look in a random direction,",162.033,164.998,2.965,47
and we see a wall and chemical scum -- ,165.022,170.611,5.589,47
(Laughter) ,170.635,172.021,1.386,47
and that's not typical of the universe at all.,172.045,176.686,4.641,47
All you've got to do is go a few hundred miles in that same direction,176.71,180.177,3.467,47
"and look back, ",180.201,181.373,1.172,47
and you won't see any walls or chemical scum at all --,181.397,184.682,3.285,47
all you see is a blue planet. ,184.706,186.492,1.786,47
"And if you go further than that, ",186.516,189.135,2.619,47
"you'll see the Sun, the solar system and the stars and so on,",189.159,193.448,4.289,47
"but that's still not typical of the universe,",193.472,195.603,2.131,47
because stars come in galaxies. ,195.627,199.01,3.383,47
